strPHAtr_Phatr3_J38879.p1    GO:0005515
strPHAtr_Phatr3_J38886.p1    GO:0005515,GO:0005680,GO:0030071
strPHAtr_Phatr3_J38891.p1    GO:0000105,GO:0004400,GO:0009058,GO:0030170
strPHAtr_Phatr3_J38893.p1    GO:0000814,GO:0071985
strPHAtr_Phatr3_J38899.p1    GO:0015098,GO:0015689
strPHAtr_Phatr3_J38930.p1    GO:0006807
strPHAtr_Phatr3_J38931.p1    GO:0003677
strPHAtr_Phatr3_J38963.p1    GO:0002161,GO:0005737,GO:0051499
strPHAtr_Phatr3_J38965.p1    GO:0000175,GO:0003723,GO:0004540,GO:0016075,GO:0090503
strPHAtr_Phatr3_J38966.p1    GO:0006508,GO:0008236
strPHAtr_Phatr3_J38974.p1    GO:0005515
strPHAtr_Phatr3_J38985.p1    GO:0005743,GO:0006744
strPHAtr_Phatr3_J39065.p1    GO:0008146,GO:0016021
strPHAtr_Phatr3_J39066.p1    GO:0003676
strPHAtr_Phatr3_J39090.p1    GO:0008270
strPHAtr_Phatr3_J39093.p1    GO:0009058,GO:0030170
strPHAtr_Phatr3_J39129.p1    GO:0005507
strPHAtr_Phatr3_J39131.p1    GO:0003735,GO:0005840,GO:0006412,GO:0019843
strPHAtr_Phatr3_J39151.p1    GO:0004645,GO:0006206,GO:0006213,GO:0016757,GO:0016763
strPHAtr_Phatr3_J39209.p1    GO:0005515
strPHAtr_Phatr3_J39223.p1    GO:0015074
strPHAtr_Phatr3_J39236.p1    GO:0004683,GO:0005516,GO:0006468
strPHAtr_Phatr3_J3924.p1    GO:0004843,GO:0006511
strPHAtr_Phatr3_J39274.p1    GO:0005509,GO:0006812,GO:0006813,GO:0015299,GO:0016021,GO:0055085
strPHAtr_Phatr3_J39282.p1    GO:0004560,GO:0005975
strPHAtr_Phatr3_J39288.p1    GO:0008146,GO:0016021
strPHAtr_Phatr3_J39329.p1    GO:0005515
strPHAtr_Phatr3_J39335.p1    GO:0003700,GO:0006355
strPHAtr_Phatr3_J39341.p1    GO:0015074
strPHAtr_Phatr3_J39357.p1    GO:0017056
strPHAtr_Phatr3_J39390.p1    GO:0015074
strPHAtr_Phatr3_J39392.p1    GO:0009190,GO:0035556
strPHAtr_Phatr3_J3940.p1    GO:0055085
strPHAtr_Phatr3_J39402.p1    GO:0005227,GO:0016020
strPHAtr_Phatr3_J39403.p1    GO:0003824
strPHAtr_Phatr3_J39419.p1    GO:0019867
strPHAtr_Phatr3_J39421.p1    GO:0005247,GO:0006821,GO:0016020,GO:0055085
strPHAtr_Phatr3_J39466.p1    GO:0016021
strPHAtr_Phatr3_J39499.p1    GO:0000287,GO:0005524,GO:0032957,GO:0047325,GO:0052725,GO:0052726
strPHAtr_Phatr3_J39506.p1    GO:0015074
strPHAtr_Phatr3_J39509.p1    GO:0015074
strPHAtr_Phatr3_J39515.p1    GO:0016021,GO:0022857,GO:0055085
strPHAtr_Phatr3_J39523.p1    GO:0070403
strPHAtr_Phatr3_J39526.p1    GO:0003743,GO:0005515,GO:0005737,GO:0005852
strPHAtr_Phatr3_J39529.p1    GO:0000275,GO:0015986,GO:0046933
strPHAtr_Phatr3_J39534.p1    GO:0005254
strPHAtr_Phatr3_J39601.p1    GO:0005515
strPHAtr_Phatr3_J39662.p1    GO:0005515
strPHAtr_Phatr3_J39681.p1    GO:0006631,GO:0016491,GO:0016616,GO:0070403
strPHAtr_Phatr3_J39687.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J3969.p1    GO:0003991,GO:0006526
strPHAtr_Phatr3_J39708.p1    GO:0005524,GO:0016021,GO:0055085,GO:0140359
strPHAtr_Phatr3_J39711.p1    GO:0005515,GO:0006749
strPHAtr_Phatr3_J39714.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_J39727.p1    GO:0016020,GO:0016021
strPHAtr_Phatr3_J39728.p1    GO:0005506,GO:0008610,GO:0016491
strPHAtr_Phatr3_J39760.p1    GO:0005515
strPHAtr_Phatr3_J39772.p1    GO:0015204,GO:0016021,GO:0071918
strPHAtr_Phatr3_J39785.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J39786.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J39794.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J39797.p1    GO:0019825
strPHAtr_Phatr3_J39832.p1    GO:0006486,GO:0016757
strPHAtr_Phatr3_J39864.p1    GO:0003676
strPHAtr_Phatr3_J39891.p1    GO:0008146,GO:0016021
strPHAtr_Phatr3_J39918.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J39921.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J39942.p1    GO:0005975,GO:0016853
strPHAtr_Phatr3_J39949.p1    GO:0006644,GO:0042577
strPHAtr_Phatr3_J39961.p1    GO:0005515
strPHAtr_Phatr3_J39993.p1    GO:0005515
strPHAtr_Phatr3_J4003.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J40048.p1    GO:0006412
strPHAtr_Phatr3_J40052.p1    GO:0005975,GO:0016810
strPHAtr_Phatr3_J40070.p1    GO:0003723,GO:0005515
strPHAtr_Phatr3_J40101.p1    GO:0017196,GO:0031417
strPHAtr_Phatr3_J40135.p1    GO:0016491
strPHAtr_Phatr3_J4014.p1    GO:0004252,GO:0005886,GO:0006508,GO:0008233
strPHAtr_Phatr3_J40147.p1    GO:0005515
strPHAtr_Phatr3_J40154.p1    GO:0004843,GO:0016579
strPHAtr_Phatr3_J40163.p1    GO:0003824,GO:0004306,GO:0006646,GO:0009058
strPHAtr_Phatr3_J40171.p1    GO:0003924,GO:0005525
strPHAtr_Phatr3_J40172.p1    GO:0043248
strPHAtr_Phatr3_J40200.p1    GO:0005525
strPHAtr_Phatr3_J4021.p1    GO:0016702
strPHAtr_Phatr3_J4025.p1    GO:0008839,GO:0009089
strPHAtr_Phatr3_J40261.p1    GO:0006644,GO:0042577
strPHAtr_Phatr3_J40271.p1    GO:0016491
strPHAtr_Phatr3_J40278.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J40282.p1    GO:0005515
strPHAtr_Phatr3_J40325.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J40329.p1    GO:0005515
strPHAtr_Phatr3_J40360.p1    GO:0006400,GO:0008176
strPHAtr_Phatr3_J40382.p1    GO:0003824,GO:0030151,GO:0030170
strPHAtr_Phatr3_J40416.p1    GO:0008484
strPHAtr_Phatr3_J40430.p1    GO:0016746
strPHAtr_Phatr3_J40433.p1    GO:0005436,GO:0016020,GO:0044341
strPHAtr_Phatr3_J40441.p1    GO:0005743,GO:0033617
strPHAtr_Phatr3_J40453.p1    GO:0003723
strPHAtr_Phatr3_J40461.p1    GO:0016746
strPHAtr_Phatr3_J40462.p1    GO:0004252,GO:0006508
strPHAtr_Phatr3_J40473.p1    GO:0015074
strPHAtr_Phatr3_J40521.p1    GO:0006886,GO:0016020
strPHAtr_Phatr3_J40578.p1    GO:0008270,GO:0061630,GO:0071596
strPHAtr_Phatr3_J40588.p1    GO:0016020,GO:0016021
strPHAtr_Phatr3_J40593.p1    GO:0016021
strPHAtr_Phatr3_J40606.p1    GO:0005515
strPHAtr_Phatr3_J40608.p1    GO:0015074
strPHAtr_Phatr3_J40611.p1    GO:0015074
strPHAtr_Phatr3_J40612.p1    GO:0015074
strPHAtr_Phatr3_J40621.p1    GO:0003924,GO:0005525
strPHAtr_Phatr3_J40626.p1    GO:0003723
strPHAtr_Phatr3_J40634.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J40644.p1    GO:0016829,GO:0042597
strPHAtr_Phatr3_J40647.p1    GO:0004553,GO:0016052,GO:0030246
strPHAtr_Phatr3_J40650.p1    GO:0003824,GO:0009058
strPHAtr_Phatr3_J40689.p1    GO:0004114,GO:0007165,GO:0009190,GO:0035556
strPHAtr_Phatr3_J40690.p1    GO:0004222,GO:0006508
strPHAtr_Phatr3_J40691.p1    GO:0015112,GO:0022857,GO:0055085
strPHAtr_Phatr3_J4074.p1    GO:0003951,GO:0006741
strPHAtr_Phatr3_J40744.p1    GO:0006508,GO:0008233
strPHAtr_Phatr3_J40749.p1    GO:0006486,GO:0016757
strPHAtr_Phatr3_J40779.p1    GO:0022857,GO:0055085
strPHAtr_Phatr3_J40841.p1    GO:0003924,GO:0005525,GO:0006913
strPHAtr_Phatr3_J40843.p1    GO:0015074
strPHAtr_Phatr3_J40844.p1    GO:0005515,GO:0031267
strPHAtr_Phatr3_J40861.p1    GO:0008146
strPHAtr_Phatr3_J40880.p1    GO:0046872
strPHAtr_Phatr3_J40930.p1    GO:0004408,GO:0005739
strPHAtr_Phatr3_J40933.p1    GO:0004176,GO:0004252,GO:0006508
strPHAtr_Phatr3_J40942.p1    GO:0005634,GO:0006260
strPHAtr_Phatr3_J40956.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J40994.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J40998.p1    GO:0005509
strPHAtr_Phatr3_J41004.p1    GO:0005515
strPHAtr_Phatr3_J41011.p1    GO:0005515
strPHAtr_Phatr3_J41016.p1    GO:0000166,GO:0004812,GO:0004815,GO:0005524,GO:0005737,GO:0006418,GO:0006422
strPHAtr_Phatr3_J41031.p1    GO:0015031,GO:0016020
strPHAtr_Phatr3_J41042.p1    GO:0005515
strPHAtr_Phatr3_J41055.p1    GO:0016021,GO:0022857,GO:0055085
strPHAtr_Phatr3_J41094.p1    GO:0005515
strPHAtr_Phatr3_J41109.p1    GO:0003677,GO:0006355
strPHAtr_Phatr3_J41130.p1    GO:0016021
strPHAtr_Phatr3_J41167.p1    GO:0004386,GO:0005515
strPHAtr_Phatr3_J41170.p1    GO:0009916
strPHAtr_Phatr3_J41172.p1    GO:0005509,GO:0005783,GO:0006457,GO:0051082
strPHAtr_Phatr3_J41192.p1    GO:0008270
strPHAtr_Phatr3_J41214.p1    GO:0005680
strPHAtr_Phatr3_J41243.p1    GO:0016491
strPHAtr_Phatr3_J41259.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J41265.p1    GO:0000287,GO:0008897
strPHAtr_Phatr3_J4127.p1    GO:0002943,GO:0017150
strPHAtr_Phatr3_J41282.p1    GO:0006412
strPHAtr_Phatr3_J41287.p1    GO:0003723
strPHAtr_Phatr3_J4129.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J41350.p1    GO:0004930,GO:0007186,GO:0016021
strPHAtr_Phatr3_J41351.p1    GO:0005524
strPHAtr_Phatr3_J41359.p1    GO:0005227
strPHAtr_Phatr3_J41365.p1    GO:0035556
strPHAtr_Phatr3_J41409.p1    GO:0016491
strPHAtr_Phatr3_J41413.p1    GO:0016628
strPHAtr_Phatr3_J41417.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J41423.p1    GO:0004332,GO:0006096
strPHAtr_Phatr3_J41450.p1    GO:0003676
strPHAtr_Phatr3_J41470.p1    GO:0047834
strPHAtr_Phatr3_J41476.p1    GO:0008080
strPHAtr_Phatr3_J41501.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J41511.p1    GO:0003746,GO:0005737,GO:0006414,GO:0043043
strPHAtr_Phatr3_J41515.p1    GO:0000015,GO:0000287,GO:0004634,GO:0006096
strPHAtr_Phatr3_J41570.p1    GO:0006629
strPHAtr_Phatr3_J41576.p1    GO:0015074
strPHAtr_Phatr3_J41577.p1    GO:0015074
strPHAtr_Phatr3_J41578.p1    GO:0015074
strPHAtr_Phatr3_J41581.p1    GO:0015074
strPHAtr_Phatr3_J41601.p1    GO:0003676
strPHAtr_Phatr3_J41608.p1    GO:0016491
strPHAtr_Phatr3_J41624.p1    GO:0006629
strPHAtr_Phatr3_J41645.p1    GO:0008137,GO:0048038,GO:0051536,GO:0051539
strPHAtr_Phatr3_J41659.p1    GO:0005524
strPHAtr_Phatr3_J41667.p1    GO:0019787
strPHAtr_Phatr3_J41676.p1    GO:0004550,GO:0006165,GO:0006183,GO:0006228,GO:0006241
strPHAtr_Phatr3_J41686.p1    GO:0008483,GO:0030170
strPHAtr_Phatr3_J41702.p1    GO:0000162,GO:0004834,GO:0006568
strPHAtr_Phatr3_J41721.p1    GO:0005524,GO:0016887,GO:0042026
strPHAtr_Phatr3_J41746.p1    GO:0004655,GO:0033014,GO:0046872
strPHAtr_Phatr3_J41756.p1    GO:0003676,GO:0004386,GO:0005524
strPHAtr_Phatr3_J41766.p1    GO:0004364,GO:0005515,GO:0006749
strPHAtr_Phatr3_J41785.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_J41790.p1    GO:0005524,GO:0008233,GO:0009376,GO:0016887
strPHAtr_Phatr3_J41807.p1    GO:0009058,GO:0030170
strPHAtr_Phatr3_J41812.p1    GO:0016491
strPHAtr_Phatr3_J41845.p1    GO:0019288,GO:0046872,GO:0050992,GO:0051745
strPHAtr_Phatr3_J41857.p1    GO:0005524,GO:0045900
strPHAtr_Phatr3_J41875.p1    GO:0046855
strPHAtr_Phatr3_J41886.p1    GO:0016491
strPHAtr_Phatr3_J41928.p1    GO:0004843,GO:0006511
strPHAtr_Phatr3_J41947.p1    GO:0016491
strPHAtr_Phatr3_J41969.p1    GO:0016747
strPHAtr_Phatr3_J42002.p1    GO:0016021
strPHAtr_Phatr3_J42015.p1    GO:0003824
strPHAtr_Phatr3_J42018.p1    GO:0016491
strPHAtr_Phatr3_J42051.p1    GO:0000166,GO:0004812,GO:0004815,GO:0005524,GO:0005737,GO:0006418,GO:0006422
strPHAtr_Phatr3_J4209.p1    GO:0006457,GO:0030544
strPHAtr_Phatr3_J42100.p1    GO:0003677,GO:0003899,GO:0006351
strPHAtr_Phatr3_J42126.p1    GO:0006621,GO:0016021,GO:0046923
strPHAtr_Phatr3_J42129.p1    GO:0016491,GO:0045454
strPHAtr_Phatr3_J42151.p1    GO:0006457,GO:0030544
strPHAtr_Phatr3_J4216.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J42169.p1    GO:0016787
strPHAtr_Phatr3_J42245.p1    GO:0004174,GO:0022900
strPHAtr_Phatr3_J42247.p1    GO:0000166,GO:0003676,GO:0004812,GO:0004816,GO:0005524,GO:0006418,GO:0006421
strPHAtr_Phatr3_J42255.p1    GO:0047834
strPHAtr_Phatr3_J4227.p1    GO:0004364,GO:0005515,GO:0006749
strPHAtr_Phatr3_J42274.p1    GO:0030008,GO:0048193
strPHAtr_Phatr3_J42276.p1    GO:0003824,GO:0016787
strPHAtr_Phatr3_J42282.p1    GO:0004781
strPHAtr_Phatr3_J42302.p1    GO:0008168,GO:0016435,GO:0070476
strPHAtr_Phatr3_J42307.p1    GO:0003924,GO:0005525
strPHAtr_Phatr3_J42322.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J4234.p1    GO:0000139,GO:0015165,GO:0016021,GO:0090481
strPHAtr_Phatr3_J42361.p1    GO:0003924,GO:0005525
strPHAtr_Phatr3_J42364.p1    GO:0003723
strPHAtr_Phatr3_J42373.p1    GO:0047834
strPHAtr_Phatr3_J42398.p1    GO:0016491,GO:0016616
strPHAtr_Phatr3_J42424.p1    GO:0016021
strPHAtr_Phatr3_J42429.p1    GO:0003824
strPHAtr_Phatr3_J42434.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J42439.p1    GO:0004252,GO:0006508,GO:0016021
strPHAtr_Phatr3_J42442.p1    GO:0005515
strPHAtr_Phatr3_J42447.p1    GO:0004332,GO:0006096
strPHAtr_Phatr3_J42451.p1    GO:0005515
strPHAtr_Phatr3_J42479.p1    GO:0016020,GO:0030001,GO:0046873,GO:0055085
strPHAtr_Phatr3_J42484.p1    GO:0016021,GO:0016192
strPHAtr_Phatr3_J42495.p1    GO:0005515,GO:0006364,GO:0032040
strPHAtr_Phatr3_J42505.p1    GO:0000145,GO:0006887
strPHAtr_Phatr3_J42514.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J42519.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J42527.p1    GO:0005975,GO:0016773
strPHAtr_Phatr3_J42537.p1    GO:0015074
strPHAtr_Phatr3_J42538.p1    GO:0015267,GO:0016020,GO:0055085
strPHAtr_Phatr3_J42539.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J42543.p1    GO:0009535,GO:0009773,GO:0016730
strPHAtr_Phatr3_J42547.p1    GO:0000009
strPHAtr_Phatr3_J42548.p1    GO:0005737,GO:0006364,GO:0008649
strPHAtr_Phatr3_J42556.p1    GO:0008272,GO:0015116,GO:0016021
strPHAtr_Phatr3_J42559.p1    GO:0005744,GO:0030150
strPHAtr_Phatr3_J42560.p1    GO:0003700,GO:0006355
strPHAtr_Phatr3_J42565.p1    GO:0016021
strPHAtr_Phatr3_J42567.p1    GO:0052861
strPHAtr_Phatr3_J42578.p1    GO:0004865,GO:0032515
strPHAtr_Phatr3_J42585.p1    GO:0008270
strPHAtr_Phatr3_J42587.p1    GO:0004222,GO:0006508,GO:0007155,GO:0016020
strPHAtr_Phatr3_J42588.p1    GO:0004222,GO:0006508,GO:0007155,GO:0016020
strPHAtr_Phatr3_J42590.p1    GO:0005515
strPHAtr_Phatr3_J42591.p1    GO:0016021
strPHAtr_Phatr3_J42592.p1    GO:0005085
strPHAtr_Phatr3_J42596.p1    GO:0008270
strPHAtr_Phatr3_J42606.p1    GO:0005515
strPHAtr_Phatr3_J42625.p1    GO:0005515
strPHAtr_Phatr3_J42626.p1    GO:0001522,GO:0003723,GO:0009451,GO:0009982
strPHAtr_Phatr3_J42638.p1    GO:0055085
strPHAtr_Phatr3_J42647.p1    GO:0000413,GO:0003755
strPHAtr_Phatr3_J42649.p1    GO:0004864,GO:0009966,GO:0043666
strPHAtr_Phatr3_J4266.p1    GO:0016491
strPHAtr_Phatr3_J42673.p1    GO:0006886,GO:0006888,GO:0008270,GO:0030127
strPHAtr_Phatr3_J42677.p1    GO:0015098,GO:0015689,GO:0016021
strPHAtr_Phatr3_J42683.p1    GO:0004435,GO:0006629,GO:0007165,GO:0035556
strPHAtr_Phatr3_J42687.p1    GO:0005515
strPHAtr_Phatr3_J42690.p1    GO:0003723
strPHAtr_Phatr3_J42694.p1    GO:0004843,GO:0071108,GO:1990380
strPHAtr_Phatr3_J42698.p1    GO:0003690,GO:0006355
strPHAtr_Phatr3_J42708.p1    GO:0016747
strPHAtr_Phatr3_J42712.p1    GO:0046907
strPHAtr_Phatr3_J42720.p1    GO:0005515
strPHAtr_Phatr3_J42721.p1    GO:0000009
strPHAtr_Phatr3_J42726.p1    GO:0004748,GO:0005524,GO:0006260
strPHAtr_Phatr3_J42729.p1    GO:0004843,GO:0016579
strPHAtr_Phatr3_J42732.p1    GO:0003963,GO:0006396
strPHAtr_Phatr3_J42734.p1    GO:0005506,GO:0008610,GO:0016491
strPHAtr_Phatr3_J42735.p1    GO:0008270
strPHAtr_Phatr3_J42743.p1    GO:0004252,GO:0006508,GO:0016021
strPHAtr_Phatr3_J42749.p1    GO:0006891,GO:0017119
strPHAtr_Phatr3_J42755.p1    GO:0016020,GO:0030001,GO:0046873,GO:0055085
strPHAtr_Phatr3_J42758.p1    GO:0005515,GO:0006355,GO:0016570
strPHAtr_Phatr3_J42762.p1    GO:0005515
strPHAtr_Phatr3_J42768.p1    GO:0005524,GO:0016887,GO:0035494
strPHAtr_Phatr3_J42774.p1    GO:0005515
strPHAtr_Phatr3_J42776.p1    GO:0005096
strPHAtr_Phatr3_J42778.p1    GO:0005737,GO:0120009,GO:0120013
strPHAtr_Phatr3_J42779.p1    GO:0005737,GO:0120009,GO:0120013
strPHAtr_Phatr3_J42788.p1    GO:0005515
strPHAtr_Phatr3_J42799.p1    GO:0008270
strPHAtr_Phatr3_J42800.p1    GO:0005515
strPHAtr_Phatr3_J42808.p1    GO:0000077
strPHAtr_Phatr3_J42809.p1    GO:0005515
strPHAtr_Phatr3_J42815.p1    GO:0006464
strPHAtr_Phatr3_J42824.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J42826.p1    GO:0003677,GO:0003896,GO:0006260,GO:0008270
strPHAtr_Phatr3_J42828.p1    GO:0003676
strPHAtr_Phatr3_J4283.p1    GO:0009916
strPHAtr_Phatr3_J42831.p1    GO:0005524,GO:0005634,GO:0006576,GO:0042254
strPHAtr_Phatr3_J42832.p1    GO:0004784,GO:0006801,GO:0046872
strPHAtr_Phatr3_J42834.p1    GO:0005515
strPHAtr_Phatr3_J42841.p1    GO:0005643,GO:0016973
strPHAtr_Phatr3_J42844.p1    GO:0006396,GO:0008173
strPHAtr_Phatr3_J42848.p1    GO:0003723,GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J42850.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J42858.p1    GO:0006886,GO:0090522
strPHAtr_Phatr3_J4286.p1    GO:0016020
strPHAtr_Phatr3_J42861.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J42868.p1    GO:0022857,GO:0055085
strPHAtr_Phatr3_J42871.p1    GO:0006656,GO:0008757
strPHAtr_Phatr3_J42876.p1    GO:0005254
strPHAtr_Phatr3_J42880.p1    GO:0016279
strPHAtr_Phatr3_J42892.p1    GO:0005515
strPHAtr_Phatr3_J42893.p1    GO:0006464
strPHAtr_Phatr3_J42907.p1    GO:0016627,GO:0050660
strPHAtr_Phatr3_J42910.p1    GO:0003747,GO:0006415
strPHAtr_Phatr3_J42917.p1    GO:0003847,GO:0016042
strPHAtr_Phatr3_J42926.p1    GO:0005737
strPHAtr_Phatr3_J42927.p1    GO:0006812,GO:0008324
strPHAtr_Phatr3_J42932.p1    GO:0005515
strPHAtr_Phatr3_J42934.p1    GO:0008484
strPHAtr_Phatr3_J42935.p1    GO:0000808,GO:0005634,GO:0006260
strPHAtr_Phatr3_J42940.p1    GO:0005524,GO:0070615
strPHAtr_Phatr3_J42942.p1    GO:0005096
strPHAtr_Phatr3_J42944.p1    GO:0005515
strPHAtr_Phatr3_J42946.p1    GO:0016021,GO:0016192
strPHAtr_Phatr3_J42959.p1    GO:0006396,GO:0008173,GO:0030697
strPHAtr_Phatr3_J42962.p1    GO:0004371,GO:0006071
strPHAtr_Phatr3_J42972.p1    GO:0006888
strPHAtr_Phatr3_J42975.p1    GO:0016192
strPHAtr_Phatr3_J42978.p1    GO:0005515
strPHAtr_Phatr3_J42981.p1    GO:0001671,GO:0005515,GO:0051087
strPHAtr_Phatr3_J42990.p1    GO:0005509
strPHAtr_Phatr3_J42995.p1    GO:0006357,GO:0032777,GO:0035267
strPHAtr_Phatr3_J42996.p1    GO:0005242,GO:0006813,GO:0016021
strPHAtr_Phatr3_J43008.p1    GO:0017119
strPHAtr_Phatr3_J43010.p1    GO:0008654,GO:0016020,GO:0016780
strPHAtr_Phatr3_J43016.p1    GO:0000166,GO:0004812,GO:0004832,GO:0005524,GO:0006418,GO:0006438
strPHAtr_Phatr3_J43018.p1    GO:0016491
strPHAtr_Phatr3_J43022.p1    GO:0008146
strPHAtr_Phatr3_J43023.p1    GO:0000221,GO:0046961,GO:1902600
strPHAtr_Phatr3_J43024.p1    GO:0005515
strPHAtr_Phatr3_J43029.p1    GO:0006351
strPHAtr_Phatr3_J43051.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J43052.p1    GO:0006812,GO:0015299,GO:0016021,GO:0055085
strPHAtr_Phatr3_J43055.p1    GO:0003677,GO:0005730,GO:0006355,GO:0008134
strPHAtr_Phatr3_J43065.p1    GO:0000978,GO:0005667,GO:0006355,GO:0006357
strPHAtr_Phatr3_J43067.p1    GO:0003755
strPHAtr_Phatr3_J43068.p1    GO:0071209
strPHAtr_Phatr3_J43071.p1    GO:0004482
strPHAtr_Phatr3_J43072.p1    GO:0005515
strPHAtr_Phatr3_J43079.p1    GO:0005839,GO:0051603
strPHAtr_Phatr3_J43081.p1    GO:0005524,GO:0006464,GO:0046872
strPHAtr_Phatr3_J43084.p1    GO:0005524,GO:0035299
strPHAtr_Phatr3_J43086.p1    GO:0004222,GO:0005515,GO:0008180,GO:0008237,GO:0070122
strPHAtr_Phatr3_J43088.p1    GO:0006661,GO:0070772
strPHAtr_Phatr3_J43097.p1    GO:0000166,GO:0004812,GO:0004827,GO:0005524,GO:0005737,GO:0006418,GO:0006433
strPHAtr_Phatr3_J43099.p1    GO:0016746
strPHAtr_Phatr3_J43101.p1    GO:0006506,GO:0016021
strPHAtr_Phatr3_J43103.p1    GO:0005515,GO:0006623
strPHAtr_Phatr3_J43104.p1    GO:0030014
strPHAtr_Phatr3_J43105.p1    GO:0005525
strPHAtr_Phatr3_J43116.p1    GO:0046481
strPHAtr_Phatr3_J43118.p1    GO:0016787
strPHAtr_Phatr3_J43122.p1    GO:0000226,GO:0008017
strPHAtr_Phatr3_J43134.p1    GO:0015297,GO:0016020,GO:0042910,GO:0055085
strPHAtr_Phatr3_J43135.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_J43136.p1    GO:0048193,GO:1990071
strPHAtr_Phatr3_J43140.p1    GO:0047834
strPHAtr_Phatr3_J43144.p1    GO:0003824
strPHAtr_Phatr3_J43152.p1    GO:0000413,GO:0003755
strPHAtr_Phatr3_J43157.p1    GO:0015267,GO:0016020,GO:0055085
strPHAtr_Phatr3_J43159.p1    GO:0005515
strPHAtr_Phatr3_J43160.p1    GO:0005524,GO:0046872
strPHAtr_Phatr3_J43161.p1    GO:0005515,GO:0006366
strPHAtr_Phatr3_J43162.p1    GO:0003735,GO:0005840,GO:0006412,GO:0015934
strPHAtr_Phatr3_J43163.p1    GO:0016422,GO:0099122
strPHAtr_Phatr3_J43164.p1    GO:0016491,GO:0016630
strPHAtr_Phatr3_J43165.p1    GO:0006470,GO:0008138,GO:0016311,GO:0016791
strPHAtr_Phatr3_J43169.p1    GO:0003824
strPHAtr_Phatr3_J43171.p1    GO:0005267,GO:0005509,GO:0016020,GO:0071805
strPHAtr_Phatr3_J43174.p1    GO:0005457,GO:0005794,GO:0036085
strPHAtr_Phatr3_J43176.p1    GO:0006355,GO:0030015
strPHAtr_Phatr3_J43177.p1    GO:0005515
strPHAtr_Phatr3_J43179.p1    GO:0008270
strPHAtr_Phatr3_J43183.p1    GO:0008033
strPHAtr_Phatr3_J43187.p1    GO:0016491
strPHAtr_Phatr3_J43194.p1    GO:0005452,GO:0006820,GO:0016020,GO:0016021
strPHAtr_Phatr3_J432.p1    GO:0003774,GO:0005524,GO:0016459
strPHAtr_Phatr3_J43202.p1    GO:0016192
strPHAtr_Phatr3_J43208.p1    GO:0005515
strPHAtr_Phatr3_J43211.p1    GO:0005515,GO:0045292
strPHAtr_Phatr3_J43222.p1    GO:0003824,GO:0009058
strPHAtr_Phatr3_J43223.p1    GO:0016971,GO:0016972
strPHAtr_Phatr3_J43224.p1    GO:0016971,GO:0016972
strPHAtr_Phatr3_J43225.p1    GO:0005509
strPHAtr_Phatr3_J43240.p1    GO:0010028,GO:0046422
strPHAtr_Phatr3_J43251.p1    GO:0003924,GO:0005525
strPHAtr_Phatr3_J43258.p1    GO:0000124
strPHAtr_Phatr3_J43271.p1    GO:0003884,GO:0016491,GO:0046416,GO:0071949
strPHAtr_Phatr3_J43274.p1    GO:0003676
strPHAtr_Phatr3_J43277.p1    GO:0004106,GO:0009073
strPHAtr_Phatr3_J43283.p1    GO:0016020,GO:0016757
strPHAtr_Phatr3_J43288.p1    GO:0004665,GO:0006571,GO:0008977,GO:0033730
strPHAtr_Phatr3_J43291.p1    GO:0005515
strPHAtr_Phatr3_J43295.p1    GO:0005811,GO:0016298,GO:0019915
